ID,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Rank,TaxonName,Lineage
9572,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Ceronivirinae,Charybnivirus,,,Genus,Charybnivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Ceronivirinae;Charybnivirus
9573,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Ceronivirinae,Charybnivirus,Cradenivirus,,Subgenus,Cradenivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Ceronivirinae;Charybnivirus;Cradenivirus
9574,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Ceronivirinae,Charybnivirus,Cradenivirus,Charybnivirus 1,Species,Charybnivirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Ceronivirinae;Charybnivirus;Cradenivirus;Charybnivirus 1
9575,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Ceronivirinae,Charybnivirus,Wenilivirus,,Subgenus,Wenilivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Ceronivirinae;Charybnivirus;Wenilivirus
9576,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Ceronivirinae,Charybnivirus,Wenilivirus,Decronivirus 1,Species,Decronivirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Ceronivirinae;Charybnivirus;Wenilivirus;Decronivirus 1
9577,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Crustonivirinae,,,,Subfamily,Crustonivirinae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Crustonivirinae
9578,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Crustonivirinae,Paguronivirus,,,Genus,Paguronivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Crustonivirinae;Paguronivirus
9579,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Crustonivirinae,Paguronivirus,Behecravirus,,Subgenus,Behecravirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Crustonivirinae;Paguronivirus;Behecravirus
9580,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Euroniviridae,Crustonivirinae,Paguronivirus,Behecravirus,Paguronivirus 1,Species,Paguronivirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Euroniviridae;Crustonivirinae;Paguronivirus;Behecravirus;Paguronivirus 1
9581,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,,,,,Family,Roniviridae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae
9582,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,Okanivirinae,,,,Subfamily,Okanivirinae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae;Okanivirinae
9583,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,Okanivirinae,Okavirus,,,Genus,Okavirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae;Okanivirinae;Okavirus
9584,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,Okanivirinae,Okavirus,Tipravirus,,Subgenus,Tipravirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae;Okanivirinae;Okavirus;Tipravirus
9585,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,Okanivirinae,Okavirus,Tipravirus,Gill-associated virus,Species,Gill-associated virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae;Okanivirinae;Okavirus;Tipravirus;Gill-associated virus
9586,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,Okanivirinae,Okavirus,Tipravirus,Okavirus 1,Species,Okavirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae;Okanivirinae;Okavirus;Tipravirus;Okavirus 1
9587,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Ronidovirineae,Roniviridae,Okanivirinae,Okavirus,Tipravirus,Yellow head virus,Species,Yellow head virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Ronidovirineae;Roniviridae;Okanivirinae;Okavirus;Tipravirus;Yellow head virus
9588,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,,,,,,Suborder,Tornidovirineae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae
9589,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,,,,,Family,Tobaniviridae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae
9590,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,,,,Subfamily,Piscanivirinae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae
9591,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Bafinivirus,,,Genus,Bafinivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Bafinivirus
9592,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Bafinivirus,Blicbavirus,,Subgenus,Blicbavirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Bafinivirus;Blicbavirus
9593,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Bafinivirus,Blicbavirus,White bream virus,Species,White bream virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Bafinivirus;Blicbavirus;White bream virus
9594,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Bafinivirus,Pimfabavirus,,Subgenus,Pimfabavirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Bafinivirus;Pimfabavirus
9595,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Bafinivirus,Pimfabavirus,Fathead minnow nidovirus 1,Species,Fathead minnow nidovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Bafinivirus;Pimfabavirus;Fathead minnow nidovirus 1
9596,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Oncotshavirus,,,Genus,Oncotshavirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Oncotshavirus
9597,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Oncotshavirus,Salnivirus,,Subgenus,Salnivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Oncotshavirus;Salnivirus
9598,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Piscanivirinae,Oncotshavirus,Salnivirus,Chinook salmon nidovirus 1,Species,Chinook salmon nidovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Piscanivirinae;Oncotshavirus;Salnivirus;Chinook salmon nidovirus 1
9599,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Remotovirinae,,,,Subfamily,Remotovirinae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Remotovirinae
9600,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Remotovirinae,Bostovirus,,,Genus,Bostovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Remotovirinae;Bostovirus
9601,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Remotovirinae,Bostovirus,Bosnitovirus,,Subgenus,Bosnitovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Remotovirinae;Bostovirus;Bosnitovirus
9602,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Remotovirinae,Bostovirus,Bosnitovirus,Bovine nidovirus 1,Species,Bovine nidovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Remotovirinae;Bostovirus;Bosnitovirus;Bovine nidovirus 1
9603,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,,,,Subfamily,Serpentovirinae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae
9604,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Infratovirus,,,Genus,Infratovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Infratovirus
9605,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Infratovirus,Hepoptovirus,,Subgenus,Hepoptovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Infratovirus;Hepoptovirus
9606,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Infratovirus,Hepoptovirus,Hebius tobanivirus 1,Species,Hebius tobanivirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Infratovirus;Hepoptovirus;Hebius tobanivirus 1
9607,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Infratovirus,Xintolivirus,,Subgenus,Xintolivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Infratovirus;Xintolivirus
9608,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Infratovirus,Xintolivirus,Infratovirus 1,Species,Infratovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Infratovirus;Xintolivirus;Infratovirus 1
9609,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Lyctovirus,,,Genus,Lyctovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Lyctovirus
9610,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Lyctovirus,Rebatovirus,,Subgenus,Rebatovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Lyctovirus;Rebatovirus
9611,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Lyctovirus,Rebatovirus,Lycodon tobanivirus 1,Species,Lycodon tobanivirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Lyctovirus;Rebatovirus;Lycodon tobanivirus 1
9612,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,,,Genus,Pregotovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus
9613,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Roypretovirus,,Subgenus,Roypretovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Roypretovirus
9614,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Roypretovirus,Ball python nidovirus 1,Species,Ball python nidovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Roypretovirus;Ball python nidovirus 1
9615,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Roypretovirus,Morelia tobanivirus 1,Species,Morelia tobanivirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Roypretovirus;Morelia tobanivirus 1
9616,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Snaturtovirus,,Subgenus,Snaturtovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Snaturtovirus
9617,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Snaturtovirus,Berisnavirus 1,Species,Berisnavirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Snaturtovirus;Berisnavirus 1
9618,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Tilitovirus,,Subgenus,Tilitovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Tilitovirus
9619,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Pregotovirus,Tilitovirus,Shingleback nidovirus 1,Species,Shingleback nidovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Pregotovirus;Tilitovirus;Shingleback nidovirus 1
9620,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Sectovirus,,,Genus,Sectovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Sectovirus
9621,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Sectovirus,Sanematovirus,,Subgenus,Sanematovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Sectovirus;Sanematovirus
9622,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Serpentovirinae,Sectovirus,Sanematovirus,Sectovirus 1,Species,Sectovirus 1,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Serpentovirinae;Sectovirus;Sanematovirus;Sectovirus 1
9623,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,,,,Subfamily,Torovirinae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Torovirinae
9624,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,Torovirus,,,Genus,Torovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Torovirinae;Torovirus
9625,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,Torovirus,Renitovirus,,Subgenus,Renitovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Torovirinae;Torovirus;Renitovirus
9626,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,Torovirus,Renitovirus,Bovine torovirus,Species,Bovine torovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Torovirinae;Torovirus;Renitovirus;Bovine torovirus
9627,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,Torovirus,Renitovirus,Equine torovirus,Species,Equine torovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Torovirinae;Torovirus;Renitovirus;Equine torovirus
9628,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Nidovirales,Tornidovirineae,Tobaniviridae,Torovirinae,Torovirus,Renitovirus,Porcine torovirus,Species,Porcine torovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Tornidovirineae;Tobaniviridae;Torovirinae;Torovirus;Renitovirus;Porcine torovirus
9629,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,,,,,,Order,Picornavirales,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
9630,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,,,,Family,Caliciviridae,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
9631,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Bavovirus,,,Genus,Bavovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Bavovirus
9632,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Bavovirus,,Bavaria virus,Species,Bavaria virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Bavovirus;Bavaria virus
9633,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Lagovirus,,,Genus,Lagovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Lagovirus
9634,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Lagovirus,,European brown hare syndrome virus,Species,European brown hare syndrome virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Lagovirus;European brown hare syndrome virus
9635,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Lagovirus,,Rabbit hemorrhagic disease virus,Species,Rabbit hemorrhagic disease virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Lagovirus;Rabbit hemorrhagic disease virus
9636,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Minovirus,,,Genus,Minovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Minovirus
9637,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Minovirus,,Minovirus A,Species,Minovirus A,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Minovirus;Minovirus A
9638,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Nacovirus,,,Genus,Nacovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Nacovirus
9639,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Nacovirus,,Nacovirus A,Species,Nacovirus A,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Nacovirus;Nacovirus A
9640,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Nebovirus,,,Genus,Nebovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Nebovirus
9641,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Nebovirus,,Newbury 1 virus,Species,Newbury 1 virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Nebovirus;Newbury 1 virus
9642,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Norovirus,,,Genus,Norovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus
9643,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Norovirus,,Norwalk virus,Species,Norwalk virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus
9644,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Recovirus,,,Genus,Recovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Recovirus
9645,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Recovirus,,Recovirus A,Species,Recovirus A,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Recovirus;Recovirus A
9646,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Salovirus,,,Genus,Salovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Salovirus
9647,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Salovirus,,Nordland virus,Species,Nordland virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Salovirus;Nordland virus
9648,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Sapovirus,,,Genus,Sapovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Sapovirus
9649,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Sapovirus,,Sapporo virus,Species,Sapporo virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Sapovirus;Sapporo virus
9650,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Valovirus,,,Genus,Valovirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Valovirus
9651,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Valovirus,,Saint Valerien virus,Species,Saint Valerien virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Valovirus;Saint Valerien virus
9652,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Vesivirus,,,Genus,Vesivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Vesivirus
9653,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Vesivirus,,Feline calicivirus,Species,Feline calicivirus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Vesivirus;Feline calicivirus
9654,Riboviria,,Orthornavirae,,Pisuviricota,,Pisoniviricetes,,Picornavirales,,Caliciviridae,,Vesivirus,,Vesicular exanthema of swine virus,Species,Vesicular exanthema of swine virus,Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Vesivirus;Vesicular exanthema of swine virus
